term,degree,closeness,is_alpha,usable_term
greenhouse,7,0.29504668192962796,True,True
sunedison,7,0.2946591425050269,True,True
reunite,7,0.2942726197995109,True,True
hsbc,7,0.2936306638226359,True,True
board,7,0.27971798897817185,True,True
solar,7,0.27224979024331775,True,True
heat,7,0.2634056678988186,True,True
wave,7,0.2619702146677624,True,True
india,7,0.23182965259437874,True,True
aspiration,6,0.3476247321701867,True,True
minneapolis,6,0.3378521493380931,True,True
tonne,6,0.3375132805824882,True,True
congo,6,0.3375132805824882,True,True
forest,6,0.3375132805824882,True,True
wisdom,6,0.3370062501159146,True,True
triumph,6,0.3370062501159146,True,True
superstar,6,0.33516010033938315,True,True
profit,6,0.3344937780723069,True,True
breakingviews,6,0.3339957724473854,True,True
obamas,6,0.3339957724473854,True,True
success,6,0.333830099941211,True,True
latinos,6,0.33218236993162953,True,True
society,6,0.32781367826667385,True,True
nationalist,6,0.32386981784479374,True,True
celeb,6,0.32262774759419055,True,True
wild,6,0.3210884930732259,True,True
mere,6,0.3174535290006988,True,True
torch,6,0.3124426562123869,True,True
remarkable,6,0.31013893155828637,True,True
francisco,6,0.3085747278686297,True,True
dubai,6,0.3080098313416391,True,True
josh,6,0.30772815797049907,True,True
russian,6,0.30493950225712796,True,True
degree,6,0.30342717830544697,True,True
left,6,0.30247257594673327,True,True
erosion,6,0.30192978083511957,True,True
thousand,6,0.30098456237991117,True,True
vice,6,0.2972621384635519,True,True
increase,6,0.29660708747531134,True,True
schille,6,0.2936306638226359,True,True
partnership,6,0.2922281725929142,True,True
credibility,6,0.2922281725929142,True,True
racial,6,0.2917214917561688,True,True
weather,6,0.2917214917561688,True,True
national,6,0.2912165648989535,True,True
machine,6,0.28958755657550833,True,True
mourn,6,0.28908998345424464,True,True
scientific,6,0.2876074707185818,True,True
capture,6,0.2846875979194084,True,True
sarandon,6,0.27764087519863095,True,True
bipartisan,6,0.27764087519863095,True,True
coke,6,0.2768414156649451,True,True
phone,6,0.2768414156649451,True,True
comedian,6,0.27570728450695675,True,True
developer,6,0.27104368968243314,True,True
past,6,0.2617664260915914,True,True
brutal,6,0.2617664260915914,True,True
valuable,6,0.24889108042954194,True,True
mineral,6,0.2367222938731908,True,True
journalism,5,0.3458383769175136,True,True
cameron,5,0.33972815824405933,True,True
despair,5,0.3375132805824882,True,True
researcher,5,0.3358290825755896,True,True
mother,5,0.3344937780723069,True,True
hypocrite,5,0.33416160947441975,True,True
trauma,5,0.33416160947441975,True,True
paisley,5,0.333830099941211,True,True
cheat,5,0.33349924751312265,True,True
anglo,5,0.33103860377839717,True,True
warming,5,0.32974104923149505,True,True
competitive,5,0.32893523044060674,True,True
school,5,0.3287745390725361,True,True
vote,5,0.3287745390725361,True,True
charter,5,0.3287745390725361,True,True
memorial,5,0.32813334055654875,True,True
local,5,0.32781367826667385,True,True
shattering,5,0.32749463819050195,True,True
noaa,5,0.3266997482919813,True,True
mercosur,5,0.3234029223841814,True,True
obvious,5,0.3230924058960545,True,True
sheriff,5,0.3217024290064443,True,True
crucial,5,0.31775329626132265,True,True
uncertainty,5,0.31700493710856403,True,True
resident,5,0.31433978583908523,True,True
gigantic,5,0.31287842002858274,True,True
olympic,5,0.3109988361744369,True,True
skepticism,5,0.31085518775126164,True,True
ultra,5,0.310711671967443,True,True
follower,5,0.310711671967443,True,True
british,5,0.30985335243162127,True,True
devastating,5,0.3085747278686297,True,True
russia,5,0.3081508614841948,True,True
teeter,5,0.307868930229406,True,True
brunt,5,0.3067463452513589,True,True
racing,5,0.30632748360559015,True,True
coal,5,0.3061881171435311,True,True
kerry,5,0.3053545741749008,True,True
fracking,5,0.3045255572314396,True,True
speedy,5,0.29884612854417475,True,True
testing,5,0.2984485505461115,True,True
mali,5,0.296476423560124,True,True
government,5,0.29608512163725537,True,True
marathon,5,0.29569485126602874,True,True
israeli,5,0.29504668192962796,True,True
growth,5,0.2938871098172408,True,True
reason,5,0.29210133744855965,True,True
bike,5,0.2918479971732357,True,True
providence,5,0.291342632675966,True,True
leonardo,5,0.2869942351733396,True,True
letter,5,0.28553308505790476,True,True
official,5,0.2854119938428675,True,True
decide,5,0.2846875979194084,True,True
month,5,0.28444694906233364,True,True
scholar,5,0.28348840837467626,True,True
continental,5,0.28336904483430797,True,True
green,5,0.2817084476691007,True,True
victorian,5,0.2736890937297607,True,True
healer,5,0.2720297014880685,True,True
california,5,0.27191979049756826,True,True
resources,5,0.27191979049756826,True,True
breakfast,5,0.2687705596970773,True,True
vibe,5,0.26527452955517594,True,True
heated,5,0.26166465065376415,True,True
jail,5,0.2282908688878838,True,True
ordeal,5,0.2282908688878838,True,True
lebanon,5,0.2282908688878838,True,True
debt,4,0.3339957724473854,True,True
elite,4,0.3287745390725361,True,True
miami,4,0.32765408056547296,True,True
underground,4,0.32654123313026756,True,True
damage,4,0.32559336307763975,True,True
constitution,4,0.3244944462302225,True,True
fishery,4,0.3240257493892544,True,True
perez,4,0.3218562800007085,True,True
marissa,4,0.3218562800007085,True,True
music,4,0.32154872502698584,True,True
environment,4,0.31986762427827065,True,True
september,4,0.31820401015672883,True,True
petri,4,0.3144866735894773,True,True
foreign,4,0.3144866735894773,True,True
dish,4,0.3144866735894773,True,True
priority,4,0.3118635224659321,True,True
afghanistan,4,0.30590976430976424,True,True
malaria,4,0.30480139559849706,True,True
arctic,4,0.30425021766793914,True,True
technology,4,0.2993778832212996,True,True
verge,4,0.29792008919056284,True,True
extinction,4,0.29699977117452847,True,True
airstrip,4,0.2963458747166365,True,True
kidnap,4,0.2963458747166365,True,True
life,4,0.2951760883690708,True,True
idea,4,0.29401550086565376,True,True
rana,4,0.2935026085832889,True,True
disaster,4,0.2935026085832889,True,True
dilma,4,0.2922281725929142,True,True
aggressive,4,0.29109060617711136,True,True
turnaround,4,0.29083901533339734,True,True
river,4,0.29046244345337996,True,True
netflix,4,0.2887179242734798,True,True
quake,4,0.2819444832348058,True,True
building,4,0.2812375601677733,True,True
satire,4,0.2800671999506789,True,True
rebuild,4,0.2779849159361757,True,True
politic,4,0.27741198742023143,True,True
susan,4,0.27741198742023143,True,True
poetry,4,0.2738004399843293,True,True
monthly,4,0.27049898773371445,True,True
hall,4,0.27006479995244037,True,True
loom,4,0.2690929554104284,True,True
neutral,4,0.267382392324784,True,True
overwhelm,4,0.2672762039243373,True,True
indigenous,4,0.26537913307629396,True,True
election,4,0.2651700084639407,True,True
remarkably,4,0.26330261403813826,True,True
occasion,4,0.26319964078274594,True,True
slowdown,4,0.26319964078274594,True,True
keitel,4,0.25677278957706273,True,True
variability,4,0.23040105494059618,True,True
single,3,0.3303885525191367,True,True
requirement,3,0.3295795697754561,True,True
action,3,0.31926066483941246,True,True
nature,3,0.3188069547520045,True,True
revolt,3,0.31805363018973604,True,True
investor,3,0.31805363018973604,True,True
burundi,3,0.3171543268055992,True,True
lunch,3,0.3133154010621422,True,True
lgbt,3,0.3120081045347619,True,True
senate,3,0.3030173261960745,True,True
record,3,0.30098456237991117,True,True
nightclub,3,0.2989788900406404,True,True
defender,3,0.29858095895362974,True,True
granddaughter,3,0.29831625952193325,True,True
scandal,3,0.29805202899977035,True,True
kenyan,3,0.2977882661422484,True,True
syria,3,0.29765655969990334,True,True
east,3,0.29660708747531134,True,True
street,3,0.2946591425050269,True,True
union,3,0.2874846140459126,True,True
power,3,0.2866275474793362,True,True
readiness,3,0.2856542790668427,True,True
traffic,3,0.2811200841610198,True,True
nasdaq,3,0.28100270625531587,True,True
graphic,3,0.2800671999506789,True,True
john,3,0.27844496544537917,True,True
word,3,0.2779849159361757,True,True
minnesota,3,0.2741350230067134,True,True
free,3,0.2723599682239909,True,True
controversial,3,0.2715905897826802,True,True
real,3,0.26812808027150653,True,True
negotiation,3,0.26653524019068575,True,True
emission,3,0.26350880245946806,True,True
fishing,3,0.2626859802816087,True,True
income,3,0.2617664260915914,True,True
presidency,3,0.2609544325248086,True,True
principal,3,0.26075222064373554,True,True
news,3,0.2577562165765919,True,True
price,3,0.2576575350235381,True,True
thai,3,0.25272304974896037,True,True
democratic,3,0.25046575417993355,True,True
ryan,3,0.23755788262671423,True,True
journalistic,3,0.23597527401173965,True,True
industry,3,0.23597527401173965,True,True
muddy,3,0.2316700452604067,True,True
bankruptcy,3,0.2316700452604067,True,True
icehouse,3,0.22945839805028348,True,True
textile,3,0.22621898537192656,True,True
mill,3,0.22621898537192656,True,True
celebrity,3,0.22448348281570427,True,True
early,2,0.3234029223841814,True,True
musical,2,0.2942726197995109,True,True
body,2,0.2936306638226359,True,True
northern,2,0.2907133829293656,True,True
remember,2,0.2887179242734798,True,True
manslaughter,2,0.2811200841610198,True,True
harriet,2,0.2793696477714742,True,True
tubman,2,0.2793696477714742,True,True
rally,2,0.27548157244432314,True,True
elliott,2,0.275368854943323,True,True
plantain,2,0.2752562296447777,True,True
night,2,0.2749189058339385,True,True
biodiversity,2,0.27280157336095723,True,True
civil,2,0.26653524019068575,True,True
cold,2,0.26537913307629396,True,True
eruption,2,0.2621743207952791,True,True
special,2,0.2617664260915914,True,True
long,2,0.26146133701689256,True,True
journey,2,0.26146133701689256,True,True
arizona,2,0.26115695827764124,True,True
italy,2,0.2599464972891006,True,True
pope,2,0.2599464972891006,True,True
space,2,0.2569688741815508,True,True
britain,2,0.2568707944585807,True,True
celsius,2,0.25569965101879993,True,True
taxi,2,0.23605804331163852,True,True
consultant,2,0.23271143896316787,True,True
editor,2,0.22218602888130784,True,True
display,1,0.27028171947047447,True,True
risk,1,0.23547987455615166,True,True
fine,1,0.227211843849251,True,True
pacific,1,0.22277440631627987,True,True
